po_id,order_date_key,delivery_date_key,supplier_key,item_category_key,order_status_key,compliance_key,quantity,unit_price,negotiated_price,defective_units,defective_units_filled,defective_units_missing,gross_po_value,negotiated_po_value,realized_savings,savings_rate_pct,defect_rate_pct,defective_cost_exposure,procurement_lead_time_days,non_compliant_flag,spend_at_risk,order_status_risk,currency_code,supplier,supplier_risk_score,supplier_segment,item_category,order_status,compliance,order_date,delivery_date
PO-00379,20220312,20220327,2,5,2,1,677.0,46.54,43.11,,0.0,1,31507.579999999998,29185.47,2322.109999999997,0.07370004297378589,0.0,0.0,15.0,1,29185.47,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Raw Materials,Delivered,No,2022-03-12,2022-03-27
PO-00380,20220908,,1,3,4,2,636.0,53.64,49.23,18.0,18.0,0,34115.04,31310.28,2804.760000000002,0.0822147651006712,0.02830188679245283,886.14,,0,0.0,0.5,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Pending,Yes,2022-09-08,
PO-00381,20230114,20230202,4,4,2,2,1698.0,100.97,98.73,52.0,52.0,0,171447.06,167643.54,3803.5199999999895,0.022184807368525242,0.030624263839811542,5133.96,19.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Packaging,Delivered,Yes,2023-01-14,2023-02-02
PO-00382,20221019,20221101,5,3,2,2,1493.0,24.87,22.89,56.0,56.0,0,37130.91,34174.770000000004,2956.1399999999994,0.07961399276236428,0.03750837240455459,1281.8400000000001,13.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Office Supplies,Delivered,Yes,2022-10-19,2022-11-01
PO-00383,20220611,20220625,1,4,2,2,1495.0,64.33,58.18,26.0,26.0,0,96173.34999999999,86979.1,9194.249999999985,0.09560080833203778,0.017391304347826087,1512.68,14.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Delivered,Yes,2022-06-11,2022-06-25
PO-00384,20230325,20230407,1,4,1,2,153.0,59.42,52.0,3.0,3.0,0,9091.26,7956.0,1135.2600000000002,0.12487377987209695,0.0196078431372549,156.0,13.0,0,0.0,1.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Cancelled,Yes,2023-03-25,2023-04-07
PO-00385,20230711,20230722,3,5,1,2,1925.0,70.88,63.41,292.0,292.0,0,136444.0,122064.25,14379.75,0.10538939051918736,0.15168831168831168,18515.719999999998,11.0,0,0.0,1.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Cancelled,Yes,2023-07-11,2023-07-22
PO-00386,20231222,20240111,2,4,2,1,303.0,12.97,11.42,,0.0,1,3929.9100000000003,3460.2599999999998,469.65000000000055,0.11950655358519674,0.0,0.0,20.0,1,3460.2599999999998,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Packaging,Delivered,No,2023-12-22,2024-01-11
PO-00387,20221106,20221118,1,3,2,2,1300.0,92.92,90.63,,0.0,1,120796.0,117819.0,2977.0,0.02464485578992682,0.0,0.0,12.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-11-06,2022-11-18
PO-00388,20230919,20230923,5,5,2,2,1185.0,103.28,99.05,,0.0,1,122386.8,117374.25,5012.550000000003,0.040956622773044175,0.0,0.0,4.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Raw Materials,Delivered,Yes,2023-09-19,2023-09-23
PO-00389,20231101,20231120,4,5,2,2,559.0,67.56,57.98,15.0,15.0,0,37766.04,32410.82,5355.220000000001,0.14179988158673773,0.026833631484794274,869.6999999999999,19.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Raw Materials,Delivered,Yes,2023-11-01,2023-11-20
PO-00390,20230626,20230629,4,1,4,2,1546.0,78.88,78.0,38.0,38.0,0,121948.48,120588.0,1360.479999999996,0.011156186612576032,0.02457956015523933,2964.0,3.0,0,0.0,0.5,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Pending,Yes,2023-06-26,2023-06-29
PO-00391,20220109,20220119,4,4,2,2,148.0,93.02,85.96,4.0,4.0,0,13766.96,12722.08,1044.8799999999992,0.07589765641797458,0.02702702702702703,343.84,10.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Packaging,Delivered,Yes,2022-01-09,2022-01-19
PO-00392,20231115,20231123,3,3,2,1,202.0,81.75,78.26,37.0,37.0,0,16513.5,15808.52,704.9799999999996,0.042691131498470924,0.18316831683168316,2895.6200000000003,8.0,1,15808.52,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Delivered,No,2023-11-15,2023-11-23
PO-00393,20230722,20230728,5,4,2,2,1934.0,25.86,25.6,78.0,78.0,0,50013.24,49510.4,502.8399999999965,0.010054137664346412,0.04033092037228542,1996.8000000000002,6.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Delivered,Yes,2023-07-22,2023-07-28
PO-00394,20221103,20221107,1,3,2,2,963.0,64.96,64.07,20.0,20.0,0,62556.479999999996,61699.409999999996,857.0699999999997,0.013700738916256153,0.020768431983385256,1281.3999999999999,4.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-11-03,2022-11-07
PO-00395,20231111,20231118,5,2,2,2,1969.0,71.71,61.96,,0.0,1,141196.99,121999.24,19197.749999999985,0.13596430065541756,0.0,0.0,7.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Delivered,Yes,2023-11-11,2023-11-18
PO-00396,20220417,,3,1,2,2,927.0,48.89,46.05,138.0,138.0,0,45321.03,42688.35,2632.6800000000003,0.058089588872980165,0.1488673139158576,6354.9,,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Electronics,Delivered,Yes,2022-04-17,
PO-00397,20220518,20220523,3,5,1,2,387.0,77.81,69.04,67.0,67.0,0,30112.47,26718.480000000003,3393.989999999998,0.1127104485284667,0.1731266149870801,4625.68,5.0,0,0.0,1.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Cancelled,Yes,2022-05-18,2022-05-23
PO-00398,20220928,20221003,2,1,2,2,1779.0,97.86,94.36,176.0,176.0,0,174092.94,167866.44,6226.5,0.035765379113018594,0.09893198426082069,16607.36,5.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Delivered,Yes,2022-09-28,2022-10-03
PO-00399,20220429,20220505,5,2,4,2,871.0,94.7,92.66,46.0,46.0,0,82483.7,80706.86,1776.8399999999965,0.02154171066525867,0.05281285878300804,4262.36,6.0,0,0.0,0.5,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Pending,Yes,2022-04-29,2022-05-05
PO-00400,20220420,20220423,4,1,2,2,1236.0,51.33,44.03,25.0,25.0,0,63443.88,54421.08,9022.799999999996,0.14221702707968042,0.020226537216828478,1100.75,3.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2022-04-20,2022-04-23
PO-00401,20230721,20230806,3,1,2,2,1793.0,22.01,21.78,285.0,285.0,0,39463.93,39051.54,412.3899999999994,0.010449795547478404,0.15895147796988288,6207.3,16.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Electronics,Delivered,Yes,2023-07-21,2023-08-06
PO-00402,20220609,20220628,3,2,2,2,1006.0,101.1,89.04,139.0,139.0,0,101706.59999999999,89574.24,12132.359999999986,0.11928783382789304,0.13817097415506957,12376.560000000001,19.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,Yes,2022-06-09,2022-06-28
PO-00403,20221006,20221021,2,1,1,1,1754.0,89.35,86.54,161.0,161.0,0,156719.9,151791.16,4928.739999999991,0.03144935646334633,0.09179019384264538,13932.94,15.0,1,151791.16,1.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Cancelled,No,2022-10-06,2022-10-21
PO-00404,20221016,20221104,4,1,2,2,210.0,22.17,21.32,10.0,10.0,0,4655.700000000001,4477.2,178.5000000000009,0.038340099233198206,0.047619047619047616,213.2,19.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2022-10-16,2022-11-04
PO-00405,20230912,20231002,3,2,2,2,1653.0,102.16,91.91,217.0,217.0,0,168870.47999999998,151927.22999999998,16943.25,0.10033281127642914,0.13127646702964307,19944.469999999998,20.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,Yes,2023-09-12,2023-10-02
PO-00406,20220804,20220815,1,2,3,2,850.0,91.38,88.41,24.0,24.0,0,77673.0,75148.5,2524.5,0.032501641497045305,0.02823529411764706,2121.84,11.0,0,0.0,0.7,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Partially Delivered,Yes,2022-08-04,2022-08-15
PO-00407,20221218,20221221,4,5,2,2,447.0,59.81,57.92,13.0,13.0,0,26735.07,25890.24,844.8299999999981,0.03160006687844835,0.029082774049217,752.96,3.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Raw Materials,Delivered,Yes,2022-12-18,2022-12-21
PO-00408,20220728,20220807,5,3,2,2,1350.0,65.11,56.95,71.0,71.0,0,87898.5,76882.5,11016.0,0.12532637075718014,0.052592592592592594,4043.4500000000003,10.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Office Supplies,Delivered,Yes,2022-07-28,2022-08-07
PO-00409,20231205,20231224,2,3,2,2,865.0,51.19,47.76,83.0,83.0,0,44279.35,41312.4,2966.949999999997,0.0670052744676694,0.09595375722543352,3964.08,19.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,Yes,2023-12-05,2023-12-24
PO-00410,20231012,20231029,1,2,2,2,1989.0,16.5,15.89,57.0,57.0,0,32818.5,31605.210000000003,1213.2899999999972,0.03696969696969689,0.02865761689291101,905.73,17.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Delivered,Yes,2023-10-12,2023-10-29
PO-00411,20220928,20221013,1,3,2,2,1577.0,41.77,39.58,32.0,32.0,0,65871.29000000001,62417.659999999996,3453.630000000012,0.05242997366531021,0.020291693088142042,1266.56,15.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-09-28,2022-10-13
PO-00412,20230602,20230604,5,4,4,1,1969.0,89.25,87.28,108.0,108.0,0,175733.25,171854.32,3878.929999999993,0.02207282913165262,0.05485017775520569,9426.24,2.0,1,171854.32,0.5,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Pending,No,2023-06-02,2023-06-04
PO-00413,20230516,20230526,2,4,3,2,1465.0,11.25,9.61,151.0,151.0,0,16481.25,14078.65,2402.6000000000004,0.1457777777777778,0.10307167235494881,1451.11,10.0,0,0.0,0.7,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Packaging,Partially Delivered,Yes,2023-05-16,2023-05-26
PO-00414,20220915,20220918,3,4,4,2,1208.0,41.62,39.46,,0.0,1,50276.96,47667.68,2609.279999999999,0.05189812590100911,0.0,0.0,3.0,0,0.0,0.5,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Pending,Yes,2022-09-15,2022-09-18
PO-00415,20220222,20220311,2,5,2,2,1268.0,46.06,45.26,123.0,123.0,0,58404.08,57389.68,1014.4000000000015,0.017368649587494598,0.09700315457413249,5566.98,17.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Raw Materials,Delivered,Yes,2022-02-22,2022-03-11
PO-00416,20220405,20220424,3,3,2,1,450.0,59.24,55.03,68.0,68.0,0,26658.0,24763.5,1894.5,0.07106684672518569,0.1511111111111111,3742.04,19.0,1,24763.5,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Delivered,No,2022-04-05,2022-04-24
PO-00417,20231012,20231014,5,1,3,2,689.0,102.53,95.23,38.0,38.0,0,70643.17,65613.47,5029.699999999997,0.07119867355895831,0.055152394775036286,3618.7400000000002,2.0,0,0.0,0.7,USD,Gamma_Co,0.19054963293128563,Strategic,Electronics,Partially Delivered,Yes,2023-10-12,2023-10-14
PO-00418,20230310,20230329,5,2,2,2,1106.0,44.05,38.6,51.0,51.0,0,48719.299999999996,42691.6,6027.699999999997,0.12372304199772981,0.0461121157323689,1968.6000000000001,19.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Delivered,Yes,2023-03-10,2023-03-29
PO-00419,20221011,20221022,1,3,2,2,737.0,43.08,42.58,21.0,21.0,0,31749.96,31381.46,368.5,0.011606313834726092,0.028493894165535955,894.18,11.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-10-11,2022-10-22
PO-00420,20220215,20220304,1,5,2,1,509.0,76.76,74.72,7.0,7.0,0,39070.840000000004,38032.479999999996,1038.3600000000079,0.026576341844710985,0.0137524557956778,523.04,17.0,1,38032.479999999996,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Raw Materials,Delivered,No,2022-02-15,2022-03-04
PO-00421,20220104,20220106,1,1,2,2,1004.0,50.7,46.59,27.0,27.0,0,50902.8,46776.36,4126.440000000002,0.08106508875739649,0.026892430278884463,1257.93,2.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Electronics,Delivered,Yes,2022-01-04,2022-01-06
PO-00422,20221208,20221219,5,2,4,2,1956.0,31.88,28.48,86.0,86.0,0,62357.28,55706.88,6650.4000000000015,0.10664993726474281,0.04396728016359918,2449.28,11.0,0,0.0,0.5,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Pending,Yes,2022-12-08,2022-12-19
PO-00423,20220514,,3,1,2,1,519.0,51.73,47.52,81.0,81.0,0,26847.87,24662.88,2184.989999999998,0.08138410980088916,0.15606936416184972,3849.1200000000003,,1,24662.88,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Electronics,Delivered,No,2022-05-14,
PO-00424,20231015,20231021,5,2,3,2,1448.0,25.06,21.62,84.0,84.0,0,36286.88,31305.760000000002,4981.119999999995,0.1372705506783718,0.058011049723756904,1816.0800000000002,6.0,0,0.0,0.7,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Partially Delivered,Yes,2023-10-15,2023-10-21
PO-00425,20220926,20221011,5,4,2,2,1095.0,26.91,23.75,53.0,53.0,0,29466.45,26006.25,3460.2000000000007,0.11742846525455224,0.048401826484018265,1258.75,15.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Delivered,Yes,2022-09-26,2022-10-11
PO-00426,20220615,,1,2,2,2,799.0,56.22,49.51,18.0,18.0,0,44919.78,39558.49,5361.290000000001,0.1193525435787976,0.02252816020025031,891.18,,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Delivered,Yes,2022-06-15,
PO-00427,20230329,20230418,2,2,3,2,1743.0,51.04,47.15,160.0,160.0,0,88962.72,82182.45,6780.270000000004,0.07621473354231979,0.09179575444635686,7544.0,20.0,0,0.0,0.7,USD,Beta_Supplies,0.7578537370694345,Governance Risk,MRO,Partially Delivered,Yes,2023-03-29,2023-04-18
PO-00428,20230719,20230731,1,5,2,2,87.0,100.65,85.56,1.0,1.0,0,8756.550000000001,7443.72,1312.8300000000008,0.14992548435171393,0.011494252873563218,85.56,12.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Raw Materials,Delivered,Yes,2023-07-19,2023-07-31
PO-00429,20231224,,2,5,2,1,279.0,47.52,46.5,28.0,28.0,0,13258.080000000002,12973.5,284.58000000000175,0.021464646464646592,0.1003584229390681,1302.0,,1,12973.5,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Raw Materials,Delivered,No,2023-12-24,
PO-00430,20230314,20230325,3,5,2,2,1438.0,66.61,58.5,237.0,237.0,0,95785.18,84123.0,11662.179999999993,0.1217534904668968,0.16481223922114047,13864.5,11.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,Yes,2023-03-14,2023-03-25
PO-00431,20230729,20230731,3,3,3,2,612.0,72.93,63.32,99.0,99.0,0,44633.16,38751.840000000004,5881.32,0.13177019059372,0.16176470588235295,6268.68,2.0,0,0.0,0.7,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Partially Delivered,Yes,2023-07-29,2023-07-31
PO-00432,20220110,20220121,4,4,4,2,487.0,11.18,10.63,15.0,15.0,0,5444.66,5176.81,267.84999999999945,0.04919499105545607,0.030800821355236138,159.45000000000002,11.0,0,0.0,0.5,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Packaging,Pending,Yes,2022-01-10,2022-01-21
PO-00433,20220425,20220429,4,4,3,2,1849.0,70.76,69.25,51.0,51.0,0,130835.24,128043.25,2791.9900000000052,0.02133973996608257,0.027582477014602487,3531.75,4.0,0,0.0,0.7,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Packaging,Partially Delivered,Yes,2022-04-25,2022-04-29
PO-00434,20220319,20220401,4,2,3,2,1356.0,26.28,25.44,47.0,47.0,0,35635.68,34496.64,1139.0400000000009,0.03196347031963473,0.03466076696165192,1195.68,13.0,0,0.0,0.7,USD,Epsilon_Group,0.29372221218512873,Cost Trap,MRO,Partially Delivered,Yes,2022-03-19,2022-04-01
PO-00435,20231209,20231229,3,5,2,2,76.0,107.59,96.33,10.0,10.0,0,8176.84,7321.08,855.7600000000002,0.10465656659540852,0.13157894736842105,963.3,20.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,Yes,2023-12-09,2023-12-29
PO-00436,20220602,20220613,1,4,3,2,275.0,23.96,20.44,,0.0,1,6589.0,5621.0,968.0,0.14691151919866444,0.0,0.0,11.0,0,0.0,0.7,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Partially Delivered,Yes,2022-06-02,2022-06-13
PO-00437,20230713,20230718,1,4,2,2,1350.0,51.57,48.07,,0.0,1,69619.5,64894.5,4725.0,0.0678689160364553,0.0,0.0,5.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Delivered,Yes,2023-07-13,2023-07-18
PO-00438,20220206,,1,2,2,2,847.0,17.77,17.39,,0.0,1,15051.19,14729.33,321.8600000000006,0.021384355655599364,0.0,0.0,,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Delivered,Yes,2022-02-06,
PO-00439,20230114,20230127,5,2,2,2,1682.0,105.7,101.3,94.0,94.0,0,177787.4,170386.6,7400.799999999988,0.041627246925260104,0.0558858501783591,9522.199999999999,13.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Delivered,Yes,2023-01-14,2023-01-27
PO-00440,20230820,20230823,4,1,2,2,333.0,60.44,58.54,8.0,8.0,0,20126.52,19493.82,632.7000000000007,0.03143613500992724,0.024024024024024024,468.32,3.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2023-08-20,2023-08-23
PO-00441,20230720,20230802,1,1,1,2,928.0,69.31,67.26,20.0,20.0,0,64319.68,62417.280000000006,1902.3999999999942,0.029577261578415722,0.021551724137931036,1345.2,13.0,0,0.0,1.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Electronics,Cancelled,Yes,2023-07-20,2023-08-02
PO-00442,20220601,20220612,4,2,3,2,1009.0,16.44,16.18,,0.0,1,16587.960000000003,16325.619999999999,262.3400000000038,0.01581508515815108,0.0,0.0,11.0,0,0.0,0.7,USD,Epsilon_Group,0.29372221218512873,Cost Trap,MRO,Partially Delivered,Yes,2022-06-01,2022-06-12
PO-00443,20230317,20230403,4,1,4,2,1554.0,82.92,74.82,44.0,44.0,0,128857.68000000001,116270.27999999998,12587.400000000023,0.0976845151953692,0.028314028314028315,3292.08,17.0,0,0.0,0.5,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Pending,Yes,2023-03-17,2023-04-03
PO-00444,20220511,20220525,5,4,3,2,502.0,29.47,28.94,27.0,27.0,0,14793.939999999999,14527.880000000001,266.0599999999977,0.017984390906005954,0.053784860557768925,781.38,14.0,0,0.0,0.7,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Partially Delivered,Yes,2022-05-11,2022-05-25
PO-00445,20220212,20220213,3,2,2,2,1069.0,91.28,82.64,,0.0,1,97578.32,88342.16,9236.160000000003,0.09465381244522351,0.0,0.0,1.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,Yes,2022-02-12,2022-02-13
PO-00446,20221112,20221118,1,2,4,2,1902.0,29.89,25.83,41.0,41.0,0,56850.78,49128.659999999996,7722.120000000003,0.13583138173302112,0.021556256572029444,1059.03,6.0,0,0.0,0.5,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Pending,Yes,2022-11-12,2022-11-18
PO-00447,20230109,,5,5,4,2,865.0,28.79,25.69,47.0,47.0,0,24903.35,22221.850000000002,2681.4999999999964,0.10767627648489045,0.05433526011560694,1207.43,,0,0.0,0.5,USD,Gamma_Co,0.19054963293128563,Strategic,Raw Materials,Pending,Yes,2023-01-09,
PO-00448,20220210,20220226,3,4,3,1,708.0,13.36,11.61,,0.0,1,9458.88,8219.88,1239.0,0.13098802395209583,0.0,0.0,16.0,1,8219.88,0.7,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Partially Delivered,No,2022-02-10,2022-02-26
PO-00449,20230102,20230107,3,4,2,2,1589.0,55.64,48.52,,0.0,1,88411.96,77098.28,11313.680000000008,0.12796549245147384,0.0,0.0,5.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Delivered,Yes,2023-01-02,2023-01-07
PO-00450,20220804,20220814,1,3,2,2,596.0,62.96,61.88,9.0,9.0,0,37524.16,36880.48,643.6800000000003,0.017153748411689967,0.015100671140939598,556.9200000000001,10.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-08-04,2022-08-14
PO-00451,20231130,20231204,4,3,2,2,1265.0,17.66,16.97,34.0,34.0,0,22339.9,21467.05,872.8500000000022,0.03907134767836929,0.026877470355731226,576.98,4.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Office Supplies,Delivered,Yes,2023-11-30,2023-12-04
PO-00452,20220913,20221001,2,5,2,1,1122.0,82.99,81.7,118.0,118.0,0,93114.78,91667.40000000001,1447.37999999999,0.015544041450777096,0.1051693404634581,9640.6,18.0,1,91667.40000000001,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Raw Materials,Delivered,No,2022-09-13,2022-10-01
PO-00453,20231114,20231201,4,3,2,2,1585.0,56.38,53.05,,0.0,1,89362.3,84084.25,5278.050000000003,0.059063497694217836,0.0,0.0,17.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Office Supplies,Delivered,Yes,2023-11-14,2023-12-01
PO-00454,20220416,20220427,4,1,2,2,66.0,58.05,50.76,,0.0,1,3831.2999999999997,3350.16,481.1399999999999,0.1255813953488372,0.0,0.0,11.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2022-04-16,2022-04-27
PO-00455,20221229,20230118,2,2,2,1,1245.0,52.4,51.65,118.0,118.0,0,65238.0,64304.25,933.75,0.01431297709923664,0.09477911646586346,6094.7,20.0,1,64304.25,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,MRO,Delivered,No,2022-12-29,2023-01-18
PO-00456,20230728,20230810,3,1,2,1,1293.0,50.21,47.55,,0.0,1,64921.53,61482.149999999994,3439.3800000000047,0.05297749452300346,0.0,0.0,13.0,1,61482.149999999994,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Electronics,Delivered,No,2023-07-28,2023-08-10
PO-00457,20230221,20230227,2,4,2,2,207.0,64.29,63.01,25.0,25.0,0,13308.03,13043.07,264.96000000000095,0.0199097837921917,0.12077294685990338,1575.25,6.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Packaging,Delivered,Yes,2023-02-21,2023-02-27
PO-00458,20230928,20231018,2,3,2,2,526.0,26.37,25.32,47.0,47.0,0,13870.62,13318.32,552.3000000000011,0.039817974971558666,0.08935361216730038,1190.04,20.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,Yes,2023-09-28,2023-10-18
PO-00459,20220608,20220614,5,1,2,2,1119.0,27.03,23.82,,0.0,1,30246.57,26654.58,3591.989999999998,0.11875693673695886,0.0,0.0,6.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Electronics,Delivered,Yes,2022-06-08,2022-06-14
PO-00460,20220831,20220902,5,4,2,2,1446.0,90.63,84.51,77.0,77.0,0,131050.98,122201.46,8849.51999999999,0.06752730883813299,0.05325034578146611,6507.27,2.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Delivered,Yes,2022-08-31,2022-09-02
PO-00461,20220616,20220624,5,3,2,2,567.0,97.53,85.29,21.0,21.0,0,55299.51,48359.43,6940.080000000002,0.12549984620116889,0.037037037037037035,1791.0900000000001,8.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Office Supplies,Delivered,Yes,2022-06-16,2022-06-24
PO-00462,20220701,,3,2,2,1,148.0,44.91,40.1,,0.0,1,6646.679999999999,5934.8,711.8799999999992,0.10710309507904688,0.0,0.0,,1,5934.8,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,No,2022-07-01,
PO-00463,20230227,20230314,2,2,4,2,1965.0,36.6,34.64,195.0,195.0,0,71919.0,68067.6,3851.399999999994,0.05355191256830593,0.09923664122137404,6754.8,15.0,0,0.0,0.5,USD,Beta_Supplies,0.7578537370694345,Governance Risk,MRO,Pending,Yes,2023-02-27,2023-03-14
PO-00464,20220126,20220203,1,3,4,2,1818.0,67.96,58.98,,0.0,1,123551.27999999998,107225.64,16325.639999999985,0.13213655091230125,0.0,0.0,8.0,0,0.0,0.5,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Pending,Yes,2022-01-26,2022-02-03
PO-00465,20220703,20220719,2,2,2,2,1110.0,48.19,45.88,112.0,112.0,0,53490.899999999994,50926.8,2564.0999999999913,0.047935256277235785,0.1009009009009009,5138.56,16.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,MRO,Delivered,Yes,2022-07-03,2022-07-19
PO-00466,20221207,,3,5,2,2,329.0,12.96,12.74,48.0,48.0,0,4263.84,4191.46,72.38000000000011,0.016975308641975332,0.1458966565349544,611.52,,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,Yes,2022-12-07,
PO-00467,20230226,20230317,5,3,1,2,1422.0,25.62,25.18,65.0,65.0,0,36431.64,35805.96,625.6800000000003,0.01717408274785325,0.04571026722925457,1636.7,19.0,0,0.0,1.0,USD,Gamma_Co,0.19054963293128563,Strategic,Office Supplies,Cancelled,Yes,2023-02-26,2023-03-17
