material_description,material_type,eoq_units,reorder_point_units,avg_inventory_units,avg_lead_time_days,inventory_turnover,avg_inventory_value,carrying_cost,currency_code
I Lauri Bajo Montepul d'Abru,raw_material,0.0,0.0,7.7727272727272725,8.272727272727273,,768.645,153.72899999999998,USD
I Lauri Spumante Brut Rose,raw_material,0.0,0.0,5.375,8.0,,837.855,167.57100000000003,USD
I Lauri Tavo Pnt Grigio,raw_material,0.0,0.0,6.526315789473684,8.263157894736842,,1114.76,222.952,USD
I Perazzi La Mozza Sangioves,raw_material,0.0,0.0,4.6,6.1,,827.54,165.508,USD
I.W. Harper Bourbon,raw_material,0.0,0.0,8.076923076923077,7.923076923076923,,3148.95,629.79,USD
Ice 101 Peppermint Schnapps,raw_material,0.0,0.0,7.1,6.2,,425.645,85.129,USD
Ice Box Manhattan,raw_material,0.0,0.0,7.617647058823529,7.823529411764706,,1293.705,258.74100000000004,USD
Ice Box Mudslide,raw_material,0.0,0.0,5.05,8.0,,504.495,100.89900000000002,USD
Ice Pik Vodka,raw_material,0.0,0.0,8.94047619047619,6.595238095238095,,5257.245,1051.449,USD
If You See Kay Red Blend,raw_material,0.0,0.0,8.5,7.5,,1308.32,261.664,USD
Il Bastardo Sangiovese Tosc,raw_material,0.0,0.0,20.0,5.5,,359.6,71.92,USD
Il Borro Toscana,raw_material,0.0,0.0,1.5,8.0,,67.485,13.497,USD
Il Cavaliere Pnt Grigio,raw_material,0.0,0.0,10.0,10.0,,119.9,23.980000000000004,USD
Il Donato Pnt Grigio Daunia,raw_material,0.0,0.0,5.5,9.0,,54.945,10.989,USD
Il Fauno Di Arcanum Toscana,raw_material,0.0,0.0,7.291666666666667,10.0,,2361.625,472.325,USD
Il Molino di Grace Chianti C,raw_material,0.0,0.0,3.7142857142857144,10.0,,1117.74,223.54800000000003,USD
Il Poggione Brunlo d Montlcn,raw_material,0.0,0.0,4.125,7.5,,1319.835,263.967,USD
Il Poggione Monalcino Rsv 07,raw_material,0.0,0.0,1.5,6.0,,166.48499999999999,33.297,USD
Il Poggione Rosso Montalcino,raw_material,0.0,0.0,5.7,6.2,,740.7149999999999,148.143,USD
Il Tramonto Amaretto,raw_material,0.0,0.0,5.236111111111111,7.861111111111111,,3014.1150000000002,602.823,USD
Il Tramonto Limoncello,raw_material,0.0,0.0,7.708333333333333,8.416666666666666,,2958.15,591.63,USD
Ilauri Le Pinciaie 10 Red,raw_material,0.0,0.0,7.15,8.5,,1000.2850000000001,200.05700000000002,USD
Ilauri Prosecco Extra Dry,raw_material,0.0,0.0,7.0,9.0,,104.93,20.986000000000004,USD
Imperia Russian Vodka,raw_material,0.0,0.0,8.2,8.4,,2295.18,459.036,USD
In the Saddle Cab Svgn,raw_material,0.0,0.0,11.0,8.0,,98.89,19.778000000000002,USD
Indaba Chard,raw_material,0.0,0.0,4.0,8.666666666666666,,107.88,21.576,USD
Indigano Pnt Grigio,raw_material,0.0,0.0,12.0,7.0,,143.88,28.776,USD
Infamous Goose Svgn Bl,raw_material,0.0,0.0,6.25,7.5,,2435.625,487.12500000000006,USD
Inglenook 1882 Cab Svgn,raw_material,0.0,0.0,3.25,6.166666666666667,,974.8050000000001,194.961,USD
Inglenook Cask Cab Svgn,raw_material,0.0,0.0,2.8,8.2,,1049.86,209.97199999999998,USD
Inglenook Rubicon,raw_material,0.0,0.0,2.2857142857142856,7.714285714285714,,2735.84,547.168,USD
Inniskillin Icewn Ngra Vidal,raw_material,0.0,0.0,4.857142857142857,7.785714285714286,,3399.32,679.864,USD
Innocenti Vignalsole Rosso,raw_material,0.0,0.0,8.55,8.9,,2156.145,431.22900000000004,USD
Insomnia Cab Svgn,raw_material,0.0,0.0,6.080645161290323,9.064516129032258,,1694.615,338.923,USD
Insomnia Pnt Grigio,raw_material,0.0,0.0,5.0,9.0,,44.95,8.99,USD
Insomnia Red,raw_material,0.0,0.0,10.666666666666666,9.333333333333334,,287.68,57.53600000000001,USD
Inspired Red Blend CA,raw_material,0.0,0.0,5.291666666666667,8.833333333333334,,620.365,124.07300000000001,USD
Insurrection Cab/Shiraz,raw_material,0.0,0.0,4.293103448275862,8.379310344827585,,1368.255,273.651,USD
Integre Citrus Vodka,raw_material,0.0,0.0,285.5,11.0,,7123.225000000001,1424.6450000000002,USD
Integre Raspberry Vodka,raw_material,0.0,0.0,340.625,11.0,,6798.875,1359.775,USD
Integre Vodka,raw_material,0.0,0.0,561.75,11.0,,20189.295000000002,4037.8590000000004,USD
Intorcia Marsala Dry,raw_material,0.0,0.0,5.5,8.285714285714286,,461.615,92.32300000000001,USD
Intorcia Marsala Sweet,raw_material,0.0,0.0,6.166666666666667,8.0,,221.815,44.36300000000001,USD
Intrinsic Cab Svgn,raw_material,0.0,0.0,0.0,10.0,,0.0,0.0,USD
Inver House Green Plaid 3-Y,raw_material,0.0,0.0,8.26923076923077,8.307692307692308,,1503.925,300.785,USD
Iris Vineyard Pnt Nr,raw_material,0.0,0.0,4.6875,9.75,,749.625,149.925,USD
Irish Manor Irish Cream,raw_material,0.0,0.0,4.6923076923076925,8.0,,704.39,140.87800000000001,USD
Irish Mist Honey Liqueur,raw_material,0.0,0.0,6.095238095238095,7.619047619047619,,3326.72,665.344,USD
Irishman Cream Liqueur,raw_material,0.0,0.0,3.0,8.0,,38.97,7.7940000000000005,USD
Irishman Founders RSV Whisky,raw_material,0.0,0.0,4.6923076923076925,8.076923076923077,,1363.3899999999999,272.678,USD
Iron Horse Est Chard,raw_material,0.0,0.0,8.0,6.0,,231.92,46.384,USD
Iron Horse Est Pnt Nr,raw_material,0.0,0.0,10.75,5.0,,429.78499999999997,85.957,USD
Iron Horse Ocean Rsv Nationa,raw_material,0.0,0.0,16.0,6.666666666666667,,1184.52,236.90400000000002,USD
Iron Horse Wedding Cuvee,raw_material,0.0,0.0,12.5,9.0,,487.375,97.47500000000001,USD
Ironside Cab Svgn,raw_material,0.0,0.0,7.0,7.0,,104.93,20.986000000000004,USD
Ironside Red Blend,raw_material,0.0,0.0,6.25,7.0,,187.375,37.475,USD
Irony Black Monterey,raw_material,0.0,0.0,51.6,5.2,,6702.84,1340.568,USD
Irony Cab Svgn,raw_material,0.0,0.0,6.625,8.5,,688.47,137.69400000000002,USD
Irony Merlot Napa,raw_material,0.0,0.0,6.0,10.0,,77.94,15.588000000000001,USD
Irony Pnt Nr Monterey,raw_material,0.0,0.0,6.333333333333333,9.166666666666666,,493.62,98.72400000000002,USD
It's a Headsnapper Prosecco,raw_material,0.0,0.0,5.0,7.0,,39.95,7.990000000000001,USD
Itami Onigoroshi Junmal Shu,raw_material,0.0,0.0,6.5,7.75,,207.74,41.548,USD
J & B Rare,raw_material,0.0,0.0,14.09375,7.625,,6039.745,1207.949,USD
J & B Scotch,raw_material,0.0,0.0,4.0,9.0,,99.96,19.992,USD
J Bouchon Canto Norte,raw_material,0.0,0.0,5.928571428571429,6.714285714285714,,539.085,107.81700000000001,USD
J Bouchon Canto Sur,raw_material,0.0,0.0,4.625,7.125,,480.63,96.126,USD
J Drouhin CdBeaune Vlgs 14,raw_material,0.0,0.0,5.4,10.9,,1511.46,302.29200000000003,USD
J Drouhin Chablis,raw_material,0.0,0.0,8.5,8.272727272727273,,2336.565,467.313,USD
J Drouhin Hos Bell Morgon,raw_material,0.0,0.0,4.666666666666667,7.666666666666667,,293.86,58.772000000000006,USD
J Drouhin Hos de Bel Fleurie,raw_material,0.0,0.0,3.0,9.5,,467.81999999999994,93.564,USD
J Drouhin Hosp Bell Brouilly,raw_material,0.0,0.0,4.4,9.2,,505.78,101.156,USD
J Drouhin Pouilly Vinzelles,raw_material,0.0,0.0,5.083333333333333,6.0,,609.6949999999999,121.939,USD
J Drouhin Vosne Romanee,raw_material,0.0,0.0,5.0,6.0,,444.95,88.99000000000001,USD
J Drouhin Vosne Romanee 13,raw_material,0.0,0.0,10.0,6.0,,925.9,185.18,USD
J Lohr Arroyo Seco Chard,raw_material,0.0,0.0,2.25,7.0,,94.45499999999998,18.891,USD
J Lohr Carols Vyd Svgn Bl,raw_material,0.0,0.0,8.0,9.0,,127.92,25.584000000000003,USD
J Lohr Cuvee Red St E,raw_material,0.0,0.0,4.5,6.0,,179.955,35.99100000000001,USD
J Lohr Cypress Brl Frm Chard,raw_material,0.0,0.0,7.25,7.0,,130.35500000000002,26.070999999999998,USD
J Lohr Cypress Cab Svgn,raw_material,0.0,0.0,2.0,6.0,,17.98,3.596,USD
J Lohr Cypress Merlot,raw_material,0.0,0.0,11.5,7.0,,103.38499999999999,20.677,USD
J Lohr Est Bay Mist Rsl,raw_material,0.0,0.0,5.8,7.0,,289.71,57.94200000000001,USD
J Lohr Falcon's Perch Cuvee,raw_material,0.0,0.0,7.5,7.0,,101.175,20.235,USD
J Lohr Falcons Perch Pnt Nr,raw_material,0.0,0.0,7.8,7.6,,545.61,109.12200000000001,USD
J Lohr Flume Crossing Svgn B,raw_material,0.0,0.0,6.483333333333333,9.5,,3110.055,622.011,USD
J Lohr Fogs Ranch Pnt Nr,raw_material,0.0,0.0,1.8333333333333333,11.333333333333334,,164.945,32.989000000000004,USD
J Lohr Hilltop Cab Svgn,raw_material,0.0,0.0,3.75,6.5,,224.925,44.985,USD
J Lohr Los Osos Merlot,raw_material,0.0,0.0,10.2,7.0,,713.49,142.698,USD
J Lohr October Night Chard,raw_material,0.0,0.0,7.25,9.0,,289.855,57.971,USD
J Lohr Riverstone Chard,raw_material,0.0,0.0,11.461538461538462,7.769230769230769,,2793.5099999999998,558.702,USD
J Lohr S Ridge Ps Rbls Syrah,raw_material,0.0,0.0,1.0,7.0,,13.99,2.798,USD
J Lohr Seven Oaks Cab Svgn,raw_material,0.0,0.0,6.40625,7.875,,2744.475,548.895,USD
J Lohr Valdiguie Monterey,raw_material,0.0,0.0,5.0,6.0,,44.95,8.99,USD
J Moreau & Fils Chablis,raw_material,0.0,0.0,8.290322580645162,6.967741935483871,,6165.429999999999,1233.086,USD
J Phelps Insignia 2012,raw_material,0.0,0.0,2.5,7.0,,11899.475,2379.895,USD
J Roget Brut,raw_material,0.0,0.0,18.0,7.625,,862.56,172.512,USD
J Roget Extra Dry,raw_material,0.0,0.0,23.970588235294116,7.882352941176471,,1678.625,335.725,USD
J Roget Spumante,raw_material,0.0,0.0,11.61111111111111,8.0,,660.955,132.191,USD
J Seeds Apple Cider Whiskey,raw_material,0.0,0.0,24.50632911392405,9.468354430379748,,2105.64,421.12800000000004,USD
J Vineyards Brut 20,raw_material,0.0,0.0,6.6,8.5,,1707.84,341.568,USD
J Vineyards Pnt Gris,raw_material,0.0,0.0,9.863636363636363,8.090909090909092,,1536.915,307.383,USD
J Vineyards Pnt Nr RRV,raw_material,0.0,0.0,6.0,5.0,,197.94,39.588,USD
J Vineyards Vin Gris Rose RR,raw_material,0.0,0.0,4.6,7.4,,356.27,71.254,USD
JCB No 69 Sparkling Rose,raw_material,0.0,0.0,4.625,9.9375,,1479.26,295.852,USD
JJ Prum Graacher Him Rsl Aus,raw_material,0.0,0.0,1.0,10.5,,93.98,18.796000000000003,USD
JJ Prum Graacher Himel Rsl K,raw_material,0.0,0.0,18.0,9.5,,2159.2799999999997,431.856,USD
JJ Vincent Bourgogne Blnc 14,raw_material,0.0,0.0,7.642857142857143,8.0,,1015.9649999999999,203.19299999999998,USD
JJ Vincent Plly-Fuisse Marie,raw_material,0.0,0.0,9.88888888888889,8.666666666666666,,2135.1099999999997,427.022,USD
JP Chenet Chard,raw_material,0.0,0.0,11.0,7.0,,109.89,21.978,USD
JP Chenet Merlot/Cab,raw_material,0.0,0.0,6.0,4.0,,71.94,14.388,USD
JP Chenet Pnt Noir,raw_material,0.0,0.0,6.392857142857143,7.714285714285714,,894.105,178.82100000000003,USD
JP Wiser's Rye,raw_material,0.0,0.0,8.346153846153847,7.153846153846154,,2294.915,458.983,USD
JP Wiser's Rye w/ 2 Glasses,raw_material,0.0,0.0,6.5,12.0,,129.935,25.987000000000002,USD
JP Wiser's Spiced Vanilla,raw_material,0.0,0.0,9.666666666666666,8.0,,550.7099999999999,110.142,USD
Jaboulet CdR Parl 45 Rose,raw_material,0.0,0.0,3.0,5.75,,311.76,62.352000000000004,USD
Jaboulet Cotes du Rhone Par,raw_material,0.0,0.0,14.833333333333334,6.666666666666667,,596.055,119.211,USD
Jaboulet Crozes Herm 10 Thal,raw_material,0.0,0.0,7.666666666666667,8.333333333333334,,1103.77,220.75400000000002,USD
Jaboulet Crozes Hermitage L,raw_material,0.0,0.0,6.166666666666667,9.0,,443.81499999999994,88.76299999999999,USD
Jaboulet Cts Rhone Parl Rose,raw_material,0.0,0.0,5.722222222222222,8.777777777777779,,654.485,130.897,USD
Jaboulet Dom Terre Terme CdP,raw_material,0.0,0.0,11.5,7.0,,827.885,165.577,USD
Jaboulet Hrmtg 10 Chapelle,raw_material,0.0,0.0,7.0,8.0,,3331.86,666.3720000000001,USD
Jaboulet Hrmtg Chapelle,raw_material,0.0,0.0,3.5,8.0,,2498.895,499.779,USD
Jack Daniel BTB NE Tap House,raw_material,0.0,0.0,5.0,9.0,,249.95000000000002,49.99000000000001,USD
"Jack Daniels ""Barrel Proof""",raw_material,0.0,0.0,3.598360655737705,7.262295081967213,,14265.304999999998,2853.0609999999997,USD
Jack Daniels & Coke,raw_material,0.0,0.0,0.0,7.611111111111111,,0.0,0.0,USD
Jack Daniels 150th Annversry,raw_material,0.0,0.0,3.0555555555555554,10.61111111111111,,5499.45,1099.89,USD
Jack Daniels Bruins Glass Pk,raw_material,0.0,0.0,11.804347826086957,7.0,,7599.285,1519.857,USD
Jack Daniels Equity VAP,raw_material,0.0,0.0,8.5,8.147058823529411,,15600.22,3120.044,USD
Jack Daniels Family 4 Pk/50m,raw_material,0.0,0.0,4.75,8.0,,2539.29,507.85800000000006,USD
Jack Daniels Family 5 Pk/50m,raw_material,0.0,0.0,2.5454545454545454,8.363636363636363,,419.72,83.944,USD
Jack Daniels Honey & Fire Pk,raw_material,0.0,0.0,6.894230769230769,5.134615384615385,,9317.414999999999,1863.483,USD
Jack Daniels Honey + Glass,raw_material,0.0,0.0,7.5,10.0,,202.42499999999998,40.485,USD
Jack Daniels Master Dist VAP,raw_material,0.0,0.0,6.166666666666667,7.916666666666667,,2219.2599999999998,443.852,USD
Jack Daniels No 7 Black,raw_material,0.0,0.0,22.529411764705884,7.294117647058823,,7936.17,1587.2340000000002,USD
Jack Daniels No 7 Black Trav,raw_material,0.0,0.0,0.0,11.0,,0.0,0.0,USD
Jack Daniels SB-BTB Joe Bell,raw_material,0.0,0.0,2.5,14.0,,124.97500000000001,24.995000000000005,USD
Jack Daniels Sinatra Century,raw_material,0.0,0.0,1.5,9.0,,1349.97,269.994,USD
Jack Daniels Sinatra Select,raw_material,0.0,0.0,3.3333333333333335,9.0,,3319.8,663.96,USD
Jack Daniels Single Barrel,raw_material,0.0,0.0,20.916666666666668,8.722222222222221,,8558.735,1711.7470000000003,USD
Jack Daniels Sngl Barrel Rye,raw_material,0.0,0.0,3.8472222222222223,8.0,,6508.115,1301.623,USD
Jack Daniels Tenn Fire VAP,raw_material,0.0,0.0,3.0,6.0,,77.97,15.594000000000001,USD
Jack Daniels Tennesse Fire,raw_material,0.0,0.0,11.920634920634921,4.126984126984127,,10372.99,2074.598,USD
Jack Daniels Tennessee Fire,raw_material,0.0,0.0,40.82692307692308,8.192307692307692,,13531.155,2706.231,USD
Jack Daniels Tennessee Honey,raw_material,0.0,0.0,30.38235294117647,7.9411764705882355,,3263.835,652.767,USD
Jack Daniels Winter Jack,raw_material,0.0,0.0,7.147058823529412,7.529411764705882,,3885.57,777.114,USD
Jackhammer Chard Monterey,raw_material,0.0,0.0,28.0,8.0,,295.32,59.064,USD
Jackhammer Pnt Nr,raw_material,0.0,0.0,6.5,6.0,,57.13499999999999,11.427,USD
Jackson Morgan Pepmint Mocha,raw_material,0.0,0.0,7.090909090909091,7.2727272727272725,,1616.2199999999998,323.24399999999997,USD
Jackson Morgan Salted Carmel,raw_material,0.0,0.0,2.875,6.75,,539.77,107.95400000000001,USD
Jacobs Creek Two Lands Cab S,raw_material,0.0,0.0,4.0,8.0,,55.96,11.192,USD
Jacobs Creek Two Lands Pnt G,raw_material,0.0,0.0,12.0,9.0,,167.88,33.576,USD
Jacobs Creek Two Lands Shirz,raw_material,0.0,0.0,8.5,9.0,,118.915,23.783,USD
Jacobs Crk Cab Svgn,raw_material,0.0,0.0,9.928571428571429,8.0,,950.61,190.122,USD
Jacobs Crk Cab/Merlot,raw_material,0.0,0.0,10.5,9.0,,62.895,12.579,USD
Jacobs Crk Chard,raw_material,0.0,0.0,11.027777777777779,8.055555555555555,,1374.015,274.803,USD
Jacobs Crk Merlot,raw_material,0.0,0.0,10.0,9.0,,59.900000000000006,11.980000000000002,USD
Jacobs Crk Moscato,raw_material,0.0,0.0,4.5,8.0,,26.955000000000002,5.391000000000001,USD
Jacobs Crk Rsl,raw_material,0.0,0.0,6.642857142857143,7.714285714285714,,314.53499999999997,62.907,USD
Jacobs Crk Shiraz,raw_material,0.0,0.0,8.423076923076923,8.307692307692308,,754.905,150.98100000000002,USD
Jacobs Crk Shirz Rsv,raw_material,0.0,0.0,5.0,9.0,,49.95,9.990000000000002,USD
Jacobs Crk Shrz/Cab Svgn,raw_material,0.0,0.0,10.882352941176471,7.529411764705882,,1279.15,255.83,USD
Jacquin Ginger Brandy,raw_material,0.0,0.0,4.571428571428571,5.857142857142857,,303.68,60.736000000000004,USD
Jacquin Peach Brandy,raw_material,0.0,0.0,14.5,7.0,,304.21000000000004,60.842000000000006,USD
Jacquin Triple Sec,raw_material,0.0,0.0,6.5,7.0,,259.675,51.935,USD
Jade Mountain Merlot,raw_material,0.0,0.0,6.0,9.0,,77.94,15.588000000000001,USD
Jadot 12 Steel Chard,raw_material,0.0,0.0,9.0,10.0,,152.91,30.582,USD
Jadot Beaujolais Villages,raw_material,0.0,0.0,14.11111111111111,8.777777777777779,,962.7150000000001,192.543,USD
Jadot Beaune Bressandes 12,raw_material,0.0,0.0,1.5,11.0,,67.485,13.497,USD
Jadot Beaune Bressandes 13,raw_material,0.0,0.0,2.5,8.0,,109.97500000000001,21.995000000000005,USD
Jadot Beaune Les Greves 14,raw_material,0.0,0.0,2.0,12.2,,469.90000000000003,93.98000000000002,USD
Jadot Bourgogne Le Chapitre,raw_material,0.0,0.0,4.166666666666667,10.0,,362.375,72.475,USD
Jadot Bourgogne Pinot Noir,raw_material,0.0,0.0,12.875,7.625,,1852.9699999999998,370.594,USD
Jadot Bouzeron Blanc 14,raw_material,0.0,0.0,3.55,12.0,,780.645,156.129,USD
Jadot Burgundy Hills Wh 14,raw_material,0.0,0.0,4.833333333333333,8.0,,159.355,31.871000000000002,USD
Jadot Ch d Jacques Morgon 11,raw_material,0.0,0.0,0.0,10.0,,0.0,0.0,USD
Jadot Ch des Jacques Fleurie,raw_material,0.0,0.0,4.0,8.0,,87.96,17.592,USD
Jadot Ch des Jacques Flr 14,raw_material,0.0,0.0,8.5,10.0,,186.915,37.383,USD
Jadot Ch des Jacques La Roch,raw_material,0.0,0.0,6.0,10.0,,191.94,38.388,USD
Jadot Chablis Fourchaume 14,raw_material,0.0,0.0,2.3,12.2,,459.88500000000005,91.97700000000002,USD
Jadot Chardonnay,raw_material,0.0,0.0,7.863636363636363,8.090909090909092,,1296.635,259.327,USD
Jadot Chass Mont Abbaye 14,raw_material,0.0,0.0,2.25,12.25,,629.91,125.982,USD
Jadot Chass Mont Morgeot Rou,raw_material,0.0,0.0,2.0,12.2,,489.90000000000003,97.98000000000002,USD
Jadot Chorey Beaumonts 14,raw_material,0.0,0.0,2.5,12.2,,399.875,79.975,USD
Jadot Clos Vougeot 13,raw_material,0.0,0.0,1.25,10.0,,349.975,69.995,USD
Jadot Combe Aux Jacques Bjls,raw_material,0.0,0.0,6.0,7.0,,71.94,14.388,USD
Jadot Corton Charlemagne Bl,raw_material,0.0,0.0,3.0,12.0,,809.94,161.98800000000003,USD
Jadot Cote de Beaune Vlgs 13,raw_material,0.0,0.0,3.75,9.0,,224.92499999999998,44.985,USD
Jadot Cote de Beaune Vlgs 14,raw_material,0.0,0.0,2.1,12.2,,314.895,62.979,USD
Jadot Cote de Nuits Vaucrain,raw_material,0.0,0.0,7.25,12.0,,956.71,191.342,USD
Jadot Echezeaux 13,raw_material,0.0,0.0,1.5,10.0,,269.985,53.99700000000001,USD
Jadot Fixin 12,raw_material,0.0,0.0,3.0,8.0,,104.97,20.994,USD
Jadot Fixin 14,raw_material,0.0,0.0,4.0,12.142857142857142,,979.72,195.94400000000002,USD
Jadot Gevrey Chambertin 13,raw_material,0.0,0.0,4.833333333333333,9.0,,863.355,172.671,USD
Jadot Macon Villages Blanc,raw_material,0.0,0.0,12.857142857142858,8.714285714285714,,978.6,195.72,USD
Jadot Marsannay 13,raw_material,0.0,0.0,5.25,7.5,,314.895,62.979,USD
Jadot Marsannay Blanc 14,raw_material,0.0,0.0,3.4166666666666665,12.0,,614.795,122.95899999999999,USD
Jadot Marsannay Clos Roy 13,raw_material,0.0,0.0,3.0,8.0,,98.97,19.794,USD
Jadot Marsannay Clos Roy 14,raw_material,0.0,0.0,4.071428571428571,12.142857142857142,,940.215,188.043,USD
Jadot Mercurey 13,raw_material,0.0,0.0,3.0,7.5,,179.94,35.988,USD
Jadot Mercurey 14,raw_material,0.0,0.0,1.6,12.2,,239.92,47.984,USD
Jadot Meursault Blanc 14,raw_material,0.0,0.0,3.0,12.2,,794.85,158.97,USD
Jadot Monthelle Les Sous 14,raw_material,0.0,0.0,2.7,12.2,,472.365,94.473,USD
Jadot Moulin-a-Vent Jacques,raw_material,0.0,0.0,4.0,9.0,,79.96,15.991999999999999,USD
Jadot Nuit St George 13,raw_material,0.0,0.0,5.75,9.5,,563.385,112.677,USD
Jadot Nuits St Georges Les B,raw_material,0.0,0.0,2.875,12.0,,1149.885,229.977,USD
Jadot Pernand Croix Blanc 12,raw_material,0.0,0.0,5.0,11.0,,174.95,34.99,USD
Jadot Pernand Verg Combottes,raw_material,0.0,0.0,2.625,12.0,,377.895,75.57900000000001,USD
Jadot Pernand Vergelesses 13,raw_material,0.0,0.0,4.0,11.0,,143.96,28.792,USD
Jadot Pommard 13,raw_material,0.0,0.0,4.5,7.0,,238.455,47.691,USD
Jadot Pouilly Fuisse,raw_material,0.0,0.0,9.321428571428571,8.5,,2869.6949999999997,573.9390000000001,USD
Jadot Puligny Montrachet 14,raw_material,0.0,0.0,2.5,12.0,,399.94999999999993,79.99,USD
Jadot Puligny Montrachet Bl,raw_material,0.0,0.0,2.3,12.2,,689.885,137.977,USD
Jadot Rully 13,raw_material,0.0,0.0,3.5,7.0,,90.96499999999999,18.192999999999998,USD
Jadot Rully Blanc 14,raw_material,0.0,0.0,3.8,12.0,,493.81,98.762,USD
Jadot Saint Aubin 13,raw_material,0.0,0.0,1.5,11.0,,56.985,11.397,USD
Jadot Santenay Clos Rous 12,raw_material,0.0,0.0,1.0,11.0,,34.99,6.998000000000001,USD
Jadot Savigny 13 Clos de Gue,raw_material,0.0,0.0,3.0,9.5,,239.94,47.988,USD
Jadot Savigny Bl Clos de Gue,raw_material,0.0,0.0,2.5,8.0,,99.97500000000001,19.995000000000005,USD
Jadot Savigny Les Beaune 12,raw_material,0.0,0.0,4.0,7.5,,279.92,55.984,USD
Jadot Savigny les Beaune 13,raw_material,0.0,0.0,9.5,10.0,,332.40500000000003,66.48100000000001,USD
Jadot Savigny les Beaune 14,raw_material,0.0,0.0,3.892857142857143,12.142857142857142,,2046.9550000000002,409.391,USD
Jadot St Aubin Blanc 14,raw_material,0.0,0.0,2.375,12.25,,360.90500000000003,72.181,USD
Jagermeister Liqueur,raw_material,0.0,0.0,16.571428571428573,8.761904761904763,,6395.52,1279.104,USD
Jagermeister Spice,raw_material,0.0,0.0,15.25,9.5,,487.695,97.539,USD
Jailers Tennessee Whiskey,raw_material,0.0,0.0,3.236111111111111,8.777777777777779,,2943.835,588.767,USD
Jam Cab Svgn,raw_material,0.0,0.0,6.888888888888889,8.703703703703704,,3346.14,669.228,USD
Jam Cellars Toast,raw_material,0.0,0.0,7.75,9.0,,309.84499999999997,61.968999999999994,USD
Jam Jar Sweet Shiraz,raw_material,0.0,0.0,6.6,6.6,,329.67,65.93400000000001,USD
James E Pepper 1776 Rye,raw_material,0.0,0.0,4.357142857142857,8.714285714285714,,955.1949999999999,191.039,USD
James E Pepper Bourbon,raw_material,0.0,0.0,4.119047619047619,7.619047619047619,,3090.135,618.027,USD
James L'Escargot Svgn Blanc,raw_material,0.0,0.0,8.75,9.0,,262.325,52.465,USD
James Mitchell Cab Svgn,raw_material,0.0,0.0,7.928571428571429,8.857142857142858,,720.945,144.18900000000002,USD
James Oliver American Whisky,raw_material,0.0,0.0,8.916666666666666,8.25,,3208.93,641.786,USD
James Oliver Rye Whisky,raw_material,0.0,0.0,7.428571428571429,7.928571428571429,,3118.96,623.792,USD
Jameson 12 Year Old,raw_material,0.0,0.0,10.3,9.0,,3089.485,617.897,USD
Jameson 18 Year Old,raw_material,0.0,0.0,2.0641025641025643,9.58974358974359,,10294.195,2058.839,USD
Jameson Black Barrel,raw_material,0.0,0.0,13.375,8.0,,1795.4650000000001,359.0930000000001,USD
Jameson Caskmates,raw_material,0.0,0.0,13.166666666666666,8.833333333333334,,2369.21,473.84200000000004,USD
Jameson Gold Rsv,raw_material,0.0,0.0,3.522727272727273,7.818181818181818,,7361.724999999999,1472.345,USD
Jameson Irish Whiskey,raw_material,0.0,0.0,25.46153846153846,8.307692307692308,,7623.1900000000005,1524.6380000000001,USD
Jameson Rarest Vintage Rsv,raw_material,0.0,0.0,1.0,9.0,,299.99,59.998000000000005,USD
Jameson Trilogy Pack,raw_material,0.0,0.0,2.2666666666666666,7.333333333333333,,1359.66,271.932,USD
Jameson's Cooper Croze Irish,raw_material,0.0,0.0,2.3055555555555554,7.694444444444445,,4979.17,995.8340000000001,USD
Jamieson Ranch Cab Svgn,raw_material,0.0,0.0,2.75,11.5,,192.44500000000002,38.489000000000004,USD
Januik Cab Svgn Columbia Vly,raw_material,0.0,0.0,1.0,7.0,,49.98,9.996,USD
Januik Muscat Canelli Champx,raw_material,0.0,0.0,22.176470588235293,8.147058823529411,,6024.46,1204.892,USD
Jargon Pinot Nr CA,raw_material,0.0,0.0,5.0,8.0,,49.95,9.990000000000002,USD
Jarhead Chard,raw_material,0.0,0.0,13.7,9.0,,958.315,191.663,USD
Jarhead Red,raw_material,0.0,0.0,5.5,7.75,,307.78000000000003,61.556000000000004,USD
Jarvis Cab Svgn Napa,raw_material,0.0,0.0,2.6666666666666665,8.333333333333334,,1039.92,207.98400000000004,USD
Jarvis Cab Svgn Rsv Napa,raw_material,0.0,0.0,3.0,12.0,,1259.94,251.98800000000003,USD
Jarvis Chard Estate Napa,raw_material,0.0,0.0,1.25,3.25,,299.95,59.99,USD
Jarvis Chard Finch Hollow Un,raw_material,0.0,0.0,4.25,8.5,,934.915,186.983,USD
Jarvis Lake William Red Napa,raw_material,0.0,0.0,2.75,11.5,,1539.89,307.97800000000007,USD
Jas Des Vignes 15 Rose,raw_material,0.0,0.0,12.0,7.0,,179.88,35.976,USD
Jaume Serra Cristalino Brut,raw_material,0.0,0.0,29.9,8.45,,3890.58,778.1160000000001,USD
Jaume Serra Cristalino Rose,raw_material,0.0,0.0,12.083333333333334,7.5,,724.2750000000001,144.85500000000002,USD
Je'Taime Brut Rose Cremant,raw_material,0.0,0.0,9.5,7.0,,151.905,30.381,USD
Jean Dauvissat Chablis St Pi,raw_material,0.0,0.0,8.666666666666666,7.666666666666667,,1455.48,291.096,USD
Jean Laurent Blanc de Noirs,raw_material,0.0,0.0,19.0,9.0,,1717.1200000000001,343.42400000000004,USD
